診療項目代碼,診療項目中文,診療項目英文,支付點數,生效起日,生效訖日,品項類別,給付說明,適應症
79411B,經尿道攝護腺切除術--切除之攝護腺重量十五至五十公克,"TUR of prostate gland,TURP  15 - 50 gms",13210,113.03.01,999.12.31,手術費,"1.含supra-pubic irrigation, sounding, urethrotomy。
2.一般材料費及單次使用電燒切除環、切割電極，得另加計百分之七十五。",
79412B,經尿道攝護腺切除術--切除之攝護腺重量 大於五十公克,"TUR of prostate gland,TURP  ＞ 50 gms",15236,112.11.01,999.12.31,手術費,"1.含 supra-pubic irrigation，sounding，urethrotomy。
2.一般材料費及單次使用電燒切除術、切割電極，得另加計百分之七十二。",
79413B,雙極前列腺刮除術/汽化術－切除之攝護腺重量 五至十五公克,Bipolar TURP/TUVP－TURP/ TUVP  5 - 15 gms,11759,109.09.01,999.12.31,手術費,註：內含一般材料及雙極TURP/TUVP特材，得另加計142%,
79414B,雙極前列腺刮除術/汽化術－切除之攝護腺重量 十五至五十公克,Bipolar TURP/TUVP－TURP/ TUVP  15 - 50 gms,13914,109.09.01,999.12.31,手術費,註：內含一般材料及雙極TURP/TUVP特材，得另加計128%,
79415B,雙極前列腺刮除術/汽化術－切除之攝護腺重量 大於五十公克,Bipolar TURP/TUVP－TURP/ TUVP ＞50 gms,15940,109.09.01,999.12.31,手術費,註：內含一般材料及雙極TURP/TUVP特材，得另加計119%,
79416C,前列腺切片 - 超音波導引,Transrectal ultrasound guided prostate biopsy,3167,112.10.01,999.12.31,手術費,1.限泌尿科專科醫師執行。2.不得同時申報編號79401C及19017C。3.一般材料費，得另加計百分之十七。,
79417B,腹腔鏡攝護腺癌根除性攝護腺切除術併雙側骨盆腔淋巴切除術,Laparoscopic Radical prostatectomy with bilateral pelvic lymph node dissection,46756,113.03.01,999.12.31,手術費,"1.執行「機械手臂輔助根治性前列腺切除術」，其手術費按保險人規範之未列項申報方式辦理，比照本項申報，並應於申報費用後二個月內上傳手術相關資訊，未上傳者本項不予支付；惟因特殊情形未在規定期限內完成上傳，可檢具理由後補登錄。
2.執行機械手臂輔助手術者，須符合下列專科別及執行醫師訓練規範：
(1)具有泌尿科專科醫師資格。
(2)具機械手臂輔助手術系統訓練資格醫師認證(包括系統練習或操作達二十小時)。
(3)前述核發認證單位應檢附認證計畫書(須檢附訓練課程、認證方式及認證培訓機構證明)予保險人審核通過。",
79601C,會陰膿腫切開引流（非產科）,Incision and drainage of perineal abscess (Non-obstetric),1304,112.10.01,999.12.31,手術費,,
79602C,會陰修補,repair of perineum,1686,112.10.01,999.12.31,手術費,,
79603C,女陰白斑切除術,Excision of genital leukoderma,1667,112.10.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
79604C,會陰修補及肛門損傷修補,Repair of perinueum with repair of anal defects,9115,112.10.01,999.12.31,手術費,,
79605C,會陰修補及括約肌修補,Repair of perinueum with sphincter repair,7762,112.10.01,999.12.31,手術費,,
79801C,廣泛性外陰膿瘍引流術,Extended drainage of external genital abscess,2068,112.10.01,999.12.31,手術費,,
79802C,巴氏腺囊腫造袋術 ,Marsupialization of Bartholin's gland cyst,1663,112.10.01,999.12.31,手術費,,
79803C,巴氏腺囊切除術,Excision of Bartholin's gland,1815,112.10.01,999.12.31,手術費,巴氏腺管或前庭大腺囊腫切除 (Bartholin duct cyst or sken's gland cyst excision) 比照申報。,
79804B,女陰切除術或廣泛性外陰癌組織切除(未合併皮膚或皮下組織重建),Simple vulvectomy or wide local excision of valvar cancer,10663,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
79806C,陰蒂切除術,Clitoridectomy,1477,112.10.01,999.12.31,手術費,,適應症：陰蒂表皮性病灶，如上皮內腫瘤（intrapithelial neoplasia）或陰蒂腫瘤。
79807B,陰蒂整形術,Clitoroplasty,2992,109.01.01,999.12.31,手術費,1.本項102年支付標準調整按衛生福利部1031260015號函公告。,適應症：因腎上腺增生、或性染色體異常所造成之女性外陰發育異常，發生陰蒂肥大者(sexual ambiguity with clitoromegaly)所行之陰蒂整型手術。
79808C,處女膜切開術,Hymenotomy,597,112.10.01,999.12.31,手術費,,
79809B,根治女陰切除術,Radical Vulvgectomy,32150,102.01.01,999.12.31,手術費,1.合併淋巴清掃。2.本項102年支付標準調整按衛生福利部1031260015號函公告。,
79810B,女陰切除術(合併皮膚或皮下組織重建),Simple vulvectomy (with skin graft or reconstruction of subcutaneous tissue),14738,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80001C,陰道切開探查術或骨盆腔膿腫引流,Vaginotomy or drainage of pelvic abscess,2253,112.10.01,999.12.31,手術費,,
80002C,陰道囊腫切除術,Excision of vaginal cyst,3068,112.10.01,999.12.31,手術費,,
80003B,陰道中膈切除術,Resection of vaginal Septum,2368,095.01.01,999.12.31,手術費,,
80004B,陰道後穹窿切開術,Incision of posterior fornix,1796,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80005C,陰道縫合術（縫合陰道損傷，非產科）,Vaginal wall repair (Non-obstetric),2999,112.10.01,999.12.31,手術費,1.應檢附同意書及手術紀錄備查，並詳述受傷原因。2.屬西醫基層總額部門院所，除山地離島地區外，限由專任醫師開立處方及執行始可申報。,
80006C,陰道會陰縫合術：縫合陰道及會陰損傷（非產科）,"Colpoperineorrhaphy,suture of injury of vagina and/or perineum nonobstetrical",5160,112.10.01,999.12.31,手術費,1.應檢附同意書及手術紀錄備查，並詳述受傷原因。2.屬西醫基層總額部門院所，除山地離島地區外，限由專任醫師開立處方及執行始可申報。,
80007B,前側陰道縫合術,"Colporrhaphy,anterior",4897,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80008B,後側陰道縫合術,"Colporrhaphy,Posterior",2652,095.01.01,999.12.31,手術費,併會陰縫合 (with perineorrhaphy)。,
80009B,前後側陰道縫合術,Anterior and posterior colporrhaphy,6802,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80010B,前後側陰道縫合術：包含腸膨出修補術,"Anterior and posterior colporrhaphy, (including repair of enterocele)",8117,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80011B,從腹腔進入陰道固定術,Transabdominal colpopexy,10338,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80012C,麻醉下之陰道擴張術,Vaginal dilation under anesthesia,979,112.10.01,999.12.31,手術費,包含麻醉費用在內。,
80014C,腹腔鏡式骨盆腔子宮內膜異位症電燒及切除 — 輕度：子宮內膜異位症分級指數小於或等於五分。,Laparoscopic fulguration or excision of pelvic endometriosis — Minimal to mild,8171,112.10.01,999.12.31,手術費,子宮內膜異位症分級指數依照美國不孕症醫學會一九八五年之分級標準。,
80015B,陰道切除術 － 陰道部份切除,Partial resection of vagina,7924,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80016B,陰道切除術 － 陰道全部切除，陰道式,"Complete resection of vagina, vaginal approach",8616,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80017B,陰道閉合術,LeFort colpocleisis,7441,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80018B,人工陰道重建術 (陰道狹窄或陰道缺失) － 無皮膚移植,"Reconstruction of vagina (vaginal stenosis or vaginal defects ,without skin graft)",19586,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80019B,人工陰道重建術 (陰道狹窄或陰道缺失) － 有皮膚及大腸等移植,"Reconstruction of vagina (vagina stenosis or vaginal defects, with skin, colon or other graft)",26312,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80021B,初次直腸陰道?管修補術,Primary recto-vaginal fistula repair,14368,110.07.01,999.12.31,手術費,,
80022B,尿道陰道?管修補術,Urethral vaginal fistula repair,10899,110.07.01,999.12.31,手術費,,
80023B,膀胱陰道?管修補術,Vesico vaginal fistula repair,13078,110.07.01,999.12.31,手術費,,
80024B,從陰道進入之陰道固定術,"Colpopexy, vaginal approach",11744,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80025B,腹腔鏡陰道懸吊術,Laparoscopic colpopexy,15801,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80026B,經腹腔及陰道合併之骨盆底重建術(含子宮切除術，陰道懸吊術，陰道前後壁修補但不含尿失禁手術),"Combined abdominal and vaginal pelvic floor reconstrction (abdominal hysterectomy, sacrocolpopexy, colporrhaphy combined anterior-posterior)",27333,110.07.01,999.12.31,手術費,1.手術：一次執行經腹部子宮全切除及骨盆底的重建手術－即陰道前後壁修補，或併同施行穹窿懸吊術。,適應症：因子宮病變需切除子宮，同時又有陰道前壁(膀胱)膨出、陰道後壁(直腸)膨出、腸膨出等，子宮陰道脫垂的病人。
80027B,經陰道骨盆底重建手術（含子宮切除術，陰道懸吊術，陰道前後壁修補但不含尿失禁手術）,"Transvaginal pelvic floor reconstruction (transvaginal hysterectomy vaginal suspension, colporrhaphy combined anterior-posterior)",27661,110.07.01,999.12.31,手術費,1.手術：一次執行經陰道子宮全切除及骨盆底的重建手術－即陰道前後壁修補，或併同施行穹窿懸吊術。,適應症：子宮完全或部分脫出者，同時又有陰道前壁(膀胱)膨出、陰道後壁(直腸)膨出、腸膨出等的病人。
80028B,經陰道骨盆底重建手術(陰道懸吊術，陰道前後壁修補，不含尿失禁手術),colporrhaphy combined anterior-posterior),23154,110.07.01,999.12.31,手術費,1.手術：(1)陰道前後壁修補及腸膨出修補。(2)穹窿懸吊術(SSVS)/子宮懸吊術(SSUS)。,適應症：不需切除子宮或子宮原本已被切除的子宮或穹窿脫垂，合併陰道壁脫垂的病人，行懸吊術(含Sacro-spinal ligament fixation)及陰道前後壁修補術。
80029C,腹腔鏡式骨盆腔子宮內膜異位症電燒及切除 — 中度：子宮內膜異位症分級指數六至四十分。,Laparoscopic fulguration or excision of pelvic endometriosis — Moderate,12580,112.10.01,999.12.31,手術費,子宮內膜異位症分級指數依照美國不孕症醫學會一九八五年之分級標準。,
80030B,陰道切除術 － 陰道全部切除，腹式合併陰道式,"Complete resection of vagina, combined abdominal and vaginal approach",14623,109.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80031C,腹腔鏡式骨盆腔子宮內膜異位症電燒及切除 — 重度：子宮內膜異位症分級指數大於四十分。,Laparoscopic fulguration or excision of pelvic endometriosis — Severe,18507,112.10.01,999.12.31,手術費,子宮內膜異位症分級指數依照美國不孕症醫學會一九八五年之分級標準。,
80032B,再次直腸陰道?管修補術,Recurrent recto-vaginal fistula repair,15328,110.07.01,999.12.31,手術費,,
80033B,經腹腔之骨盆底重建手術,,20164,102.01.01,999.12.31,手術費,1.手術：同時執行經腹腔做子宮懸吊術(或陰道懸吊)、陰道旁缺損修補與道格拉凹整型術。2.不得同時申報80026B、80027B、80011B、80007B、80406B、80403B、80407B、80028B、80010B。,適應症：子宮脫垂(至GradeⅡ)或子宮切除後陰道脫垂，合併陰道旁缺損導致的膀胱膨出及小腸膨出。
80034B,陰道人工網膜外露修復術,Vaginal mesh extrusuon repair,9804,102.06.01,999.12.31,手術費,註：不得同時申報編號80008B及74419B。,
80035B,"陰道式會陰尿道懸吊術
","Vaginal perineal urethral suspension(VPUS)
",11680,102.06.01,999.12.31,手術費,"註：不得同時申報編號77029B及78030B。
",
80036C,陰道息肉或肉芽組織切除術,Excision of vaginal granulation tissue or polypectomy,411,112.10.01,999.12.31,手術費,1.限婦產科專科醫師申報。2.同處病灶不得同時申報55025C。3.一般材料費，得另加計百分之四十六。,適應症：子宮切除或陰道生產後，產生陰道息肉或肉芽組織。
80037C,陰道息肉或肉芽組織切除術—併冷凍或電燒止血,,925,112.10.01,999.12.31,手術費,1.限婦產科專科醫師申報。2.同處病灶不得同時申報55025C。3.一般材料費，得另加計百分之二十一。,適應症：子宮切除或陰道生產後，產生陰道息肉或肉芽組織，處置時發生陰道出血，經初步處置後仍顯著出血，需要使用電燒或冷凍止血。
80038C,陰道息肉或肉芽組織切除術—併藥物止血,,601,112.10.01,999.12.31,手術費,1.限婦產科專科醫師申報。2.同處病灶不得同時申報55025C。3.一般材料費，得另加計百分之三十二。,適應症：子宮切除或陰道生產後，產生陰道息肉或肉芽組織，處置時發生陰道出血，經初步處置後仍顯著出血，需要使用藥物止血。
80201C,陰道式子宮頸切除術,Vaginal trachelectomy,2431,112.10.01,999.12.31,手術費,1.手術：經由陰道進行子宮頸切除術。,適應症：子宮頸之癌前病變或早期子宮頸癌。
80202C,子宮頸整形術,Tracheloplasty,2431,112.10.01,999.12.31,手術費,shirodker or lash type,
80203C,子宮頸縫合術,Cervical cerclage,4988,112.10.01,999.12.31,手術費,McDonald's cerclage 比照申報。,
80204C,子宮頸殘餘部擴張刮除術,Dilation and curettage of cervical stump,1340,112.10.01,999.12.31,手術費,,
80205C,子宮頸楔狀切除術,Cervical conization,2810,112.10.01,999.12.31,手術費,"1.雷射錐形切除術 Laser conization,CO2 比照申報。
2.西醫基層院所申報限設置有門診手術室及觀察病床者",
80206B,子宮頸切斷術,Cervical amputation,3174,102.01.01,999.12.31,手術費,本項102年支付標準調整按衛生福利部1031260015號函公告。,
80207C,子宮頸蒂瘤切除術,Cervical polypectomy,392,112.10.01,999.12.31,手術費,,
80208B,陰道式殘餘子宮頸切除術,Vaginal excision of cervical stump,5360,109.01.01,999.12.31,手術費,1.手術：經由陰道進行殘餘子宮頸切除術。2.本項102年支付標準調整按衛生福利部1031260015號函公告。,適應症：(1)子宮體切除後殘留子宮頸之癌前病變或早期子宮頸癌。(2)殘留子宮頸脫垂。
80209B,經陰道子宮懸吊合併子宮頸部份切除術,Manchester operation (Transvaginal uterine suspension with partial cervicectomy),12877,102.01.01,999.12.31,手術費,1.不得同時申報80201C、80202C、80203C、80210C及80406B。2.本項102年支付標準調整按衛生福利部1031260015號函公告。,適應症：子宮下垂合併子宮頸拉長。
80210C,腹式子宮頸切除術,Abdominal trachelectomy,13871,112.10.01,999.12.31,手術費,1.手術：經由開腹進行子宮頸切除術。2.不得同時申報80201C。,適應症：子宮頸之癌前病變或早期子宮頸癌。
80211C,根除式子宮頸切除術,Radical trachelectomy,42638,112.10.01,999.12.31,手術費,,
80212B,腹式殘餘子宮頸切除術,Abdominal excision of cervical stump,7165,102.01.01,999.12.31,手術費,1.手術：經由開腹進行殘餘子宮頸切除術。2.不得同時申報80208B。3.本項102年支付標準調整按衛生福利部1031260015號函公告。,適應症：(1)子宮體切除後殘留子宮頸之癌前病變或早期子宮頸癌合併骨盆沾粘。(2)殘留子宮頸脫垂。2.
80401C,診斷性或治療性子宮擴張刮除術（非產科）,Diagnostic or therapeutic dilation and curettage (Non- obstetric),1799,112.10.01,999.12.31,手術費,,
80402C,一般子宮肌瘤切除術,Uncomplicated myomectomy,12015,112.10.01,999.12.31,手術費,?得同時申報80430B。,
80403B,一般全子宮切除術,Uncomplicated total hysterectomy,15191,110.12.01,999.12.31,手術費,"1.經陰道(transvaginal hysterectomy,TVH)或經腹部(transabdominal hysterectomy,TAH)。
2.?得同時申報80430B。",
